,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
541,,,,,,,,,,,,,,,,,S. Robertson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pnam Ngoc Thach,1.0,,,,,Oofi,1,Tho Ad Hoc Gommitteo on Intelligence,1.0,thc CR,1.0,gical a. Encourage,1.0,,,,,abseiiCC,1.0,,,,,,,,
542,,,,,,,,,,,,,,,,,SENSIT TIE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Presiclnnt Roosevelt,1.0,,,,,Oppenheim,1,Tho Australian Reprosontative,1.0,thc Cao Dai,1.0,grati,1.0,,,,,againstNTh.aggrespfs-Tie-canlbutenl,1.0,,,,,,,,
543,,,,,,,,,,,,,,,,,SPEECH CLOSING HI Will,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primo,1.0,,,,,Orjin SENT,1,Tho Characteristics,1.0,thc De-militarizcd Zone,1.0,h. Vietnam,1.0,,,,,aggreSsiVe,1.0,,,,,,,,
544,,,,,,,,,,,,,,,,,Saigon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puris,2.0,,,,,Orjin Wo,1,Tho Communists,1.0,thc GVN,1.0,inOl-,1.0,,,,,al,1.0,,,,,,,,
545,,,,,,,,,,,,,,,,,"Saigon CS-3,311,416",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Px,1.0,,,,,Ot,1,Tho Continuing,1.0,thc Haiphong-Kunming,1.0,inSVN,1.0,,,,,al-though,1.0,,,,,,,,
546,,,,,,,,,,,,,,,,,Saigon CS-3366824,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QME1LLE,1.0,,,,,Otrer HanOi,1,Tho S,1.0,thc King,1.0,jld Sh1 Paragraph 2,1.0,,,,,anti-U.S.,1.0,,,,,,,,
547,,,,,,,,,,,,,,,,,Sam Ne Binh-Tri-Tien,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QuOrded,1.0,,,,,Ouat,1,Tho S .the,1.0,thc Lao,1.0,k Force,1.0,,,,,anti-U.S.-Dien,1.0,,,,,,,,
548,,,,,,,,,,,,,,,,,Sam Neua,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quoc Dan Dang,1.0,,,,,OutWard COncentrically,1,Tho Treaty,1.0,thc NLHX,1.0,k. e.,1.0,,,,,asoaes,1.0,,,,,,,,
549,,,,,,,,,,,,,,,,,Samuel L. Myers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Allen,1.0,,,,,OutcOme,1,Tho eAtachcd,1.0,thc Rally of the Lao People,1.0,linko Enclosure,1.0,,,,,bin,1.0,,,,,,,,
550,,,,,,,,,,,,,,,,,Samuel T.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Allen Griffin,1.0,,,,,Ove,1,Thruston B. Norton,1.0,thc U. S.,4.0,lu,1.0,,,,,c.,1.0,,,,,,,,
551,,,,,,,,,,,,,,,,,Samuel T. Williams,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. E. Cox,1.0,,,,,Overt U. S.,1,Tita Coveritv.cn',1.0,thc US,1.0,n.se,1.0,,,,,c.n the Scuth,1.0,,,,,,,,
552,,,,,,,,,,,,,,,,,Schlcsinger,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.E. Cox,1.0,,,,,P. Increase,1,Tnfo,1.0,thc Viet Cong,1.0,o.oooo,1.0,,,,,conCfrnlng Viet-Nam,1.0,,,,,,,,
553,,,,,,,,,,,,,,,,,Schlesinger,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R.L. Sharp,1.0,,,,,PAUL,1,Tno,1.0,thc bloc,1.0,of31 Ity 1961,1.0,,,,,conbir.e,1.0,,,,,,,,
554,,,,,,,,,,,,,,,,,SecState Robertson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAN-,1.0,,,,,PEP,1,Ton Scciet,1.0,thc gov-ernments,1.0,pl'n,1.0,,,,,"dobasesJo'Ce mamtaned,7trN'onh",1.0,,,,,,,,
555,,,,,,,,,,,,,,,,,Sect Warfare,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROH DCO,1.0,,,,,PVentlon,1,Ton Secret,1.0,thc ll,1.0,r. vr-a.i,1.0,,,,,eSou,1.0,,,,,,,,
556,,,,,,,,,,,,,,,,,Section I. 142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramadier,3.0,,,,,Page,1,Trainir,1.0,thc pro-Savannakhct,1.0,r.u-CL,1.0,,,,,ed,1.0,,,,,,,,
557,,,,,,,,,,,,,,,,,Settle,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rao Dai,1.0,,,,,Para,1,Trapnell,1.0,thcy,2.0,rI H,1.0,,,,,enthusiaSticaUy,1.0,,,,,,,,
558,,,,,,,,,,,,,,,,,Shaplen,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Re Cochin,1.0,,,,,Paradi,1,Trinh Minh,1.0,the Cao Dai,1.0,reipiI.1E mhy,1.0,,,,,f W V(TAu PAT OUR HANOI.M Or B ACC,1.0,,,,,,,,
559,,,,,,,,,,,,,,,,,Short Term Trends,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Re Xuan,1.0,,,,,Paragraph,1,Tyler,1.0,the Rally,1.0,reliance.z,1.0,,,,,fai!uro,1.0,,,,,,,,
560,,,,,,,,,,,,,,,,,Sihanouks Cambodia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reading Room,1.0,,,,,Pathet Lao,4,Types,1.0,the Viet Minh,2.0,rj c.,1.0,,,,,fe orsabm vl,1.0,,,,,,,,
561,,,,,,,,,,,,,,,,,Smith,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recd,2.0,,,,,Paul Ely,1,U DENlEDy,1.0,tne Far East,1.0,should ba,1.0,,,,,feet Itizers,1.0,,,,,,,,
562,,,,,,,,,,,,,,,,,Societal Discipline,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Recd CONFIDENTIAL Oct 7, 1947",1.0,,,,,Payor,1,U. Alexis Johnson,1.0,total$75.8,2.0,stnad,1.0,,,,,foSward,1.0,,,,,,,,
563,,,,,,,,,,,,,,,,,South Vietnamby Viet Minh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received S 1G,1.0,,,,,Peaslee,1,Ulconyentioni Warfare,1.0,v. utton,1.0,suc.n,1.0,,,,,foe naticr,1.0,,,,,,,,
564,,,,,,,,,,,,,,,,,Southerner,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference Franco-Chinese,1.0,,,,,Perry,1,Unconventional I.,1.0,weaken thc,1.0,surpluseso,1.0,,,,,givcn,1.0,,,,,,,,
565,,,,,,,,,,,,,,,,,Speech,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference S7NCC 3510,1.0,,,,,Pham Huy Quat,1,United Lutioraj,1.0,whichvA'1)1 PrS01m=!l w.U,1.0,thc DfUt,1.0,,,,,h.,1.0,,,,,,,,
566,,,,,,,,,,,,,,,,,Stalin,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reference Wash itGI'fu,1.0,,,,,Pham Van Dong,1,V.B.3-,1.0,william R. Trigg,1.0,thc G. V. N.,2.0,,,,,hclp,1.0,,,,,,,,
567,,,,,,,,,,,,,,,,,Study,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reginald F. C. Vance,1.0,,,,,Pham Van Dongs,1,VIEN,1.0,worlc Co,1.0,thc GVN,1.0,,,,,he a$ked Baggs,1.0,,,,,,,,
568,,,,,,,,,,,,,,,,,Stump,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resistance Forces,1.0,,,,,Pham van Dong,1,VIET,2.0,worldwide ba sis,1.0,thc U. S.,1.0,,,,,iSHMCoc S WORDS,1.0,,,,,,,,
569,,,,,,,,,,,,,,,,,Sun Yat,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RiTercixhtm,1.0,,,,,Phan Van Dong,1,VIET ELY GAVE REPORT CURRENT SITUATION,1.0,xnanucr,1.0,thc Viet Cong,1.0,,,,,ieng-Standing,1.0,,,,,,,,
570,,,,,,,,,,,,,,,,,Syngman Rhee,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rico,2.0,,,,,Phat Diem,1,VIET HIH1U,1.0,yaw Est,1.0,thc agrarian,1.0,,,,,ini Strati,1.0,,,,,,,,
571,,,,,,,,,,,,,,,,,Tab 1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RioUTION OFTtCES,1.0,,,,,Phu,1,VIET MINH,2.0,yy vzay,1.0,the G. V.,1.0,,,,,io eiuee,1.0,,,,,,,,
572,,,,,,,,,,,,,,,,,Tab 2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riviera,1.0,,,,,Pierre Mendes,1,VIET MINH AGENTS MAKE,1.0,,,the G. V. N.,6.0,,,,,j A.,1.0,,,,,,,,
573,,,,,,,,,,,,,,,,,Tam,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert A. Griffin,1.0,,,,,Plan C Learned,1,VIET MINH INFLUENCE,1.0,,,the G. V. N. Army,2.0,,,,,jr Secretary,1.0,,,,,,,,
574,,,,,,,,,,,,,,,,,Tan Son Nhut,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Delvignette,1.0,,,,,Pleven,4,VIETMINH EROSION,1.0,,,the G. V. N. Defense,2.0,,,,,l93NCeneva,1.0,,,,,,,,
575,,,,,,,,,,,,,,,,,Tanh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Sherrod,1.0,,,,,Poge,1,Value,1.0,,,the G. V. N. armed,2.0,,,,,lNFORNATZOM,1.0,,,,,,,,
576,,,,,,,,,,,,,,,,,Tay Ninh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robertson,2.0,,,,,Pood Anri',1,Van Fleet,2.0,,,the G. V. N. b. U. S.,1.0,,,,,lai Stevenson,1.0,,,,,,,,
577,,,,,,,,,,,,,,,,,Temporary Equip,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rod,1.0,,,,,PrepCol Blackiscl0Apr540ASD(ISA,1,Van Fleets,1.0,,,the G. V. N. e. Enoourage,1.0,,,,,liam Bundy,1.0,,,,,,,,
578,,,,,,,,,,,,,,,,,Tet,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rollaert,1.0,,,,,Prince Wan,1,Van Huy,1.0,,,the G. V. N. forces counter,1.0,,,,,lu,1.0,,,,,,,,
579,,,,,,,,,,,,,,,,,Text,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roos,1.0,,,,,Prisoncr,1,Verge Of,1.0,,,the G. V.N.,10.0,,,,,milATT,1.0,,,,,,,,
580,,,,,,,,,,,,,,,,,Thcy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RooseVelt,1.0,,,,,Proposal,1,Veto pOuer,1.0,,,the Jungle Jim Squadron,1.0,,,,,missionto chase,1.0,,,,,,,,
581,,,,,,,,,,,,,,,,,The Binh Xuyen,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roosevelt,4.0,,,,,Provide,1,Vhich,1.0,,,the U. S.,1.0,,,,,n accordancc,1.0,,,,,,,,
582,,,,,,,,,,,,,,,,,The Binh Xuyen 2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roosevelt1s,1.0,,,,,Pursuant,1,Vias,1.0,,,the Viet Cong,1.0,,,,,nati Qualities,1.0,,,,,,,,
583,,,,,,,,,,,,,,,,,The Binh Xuyen Saigon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rs Viet,1.0,,,,,Q P. O M,1,Viced,1.0,,,threat a. Assist,1.0,,,,,nationa,1.0,,,,,,,,
584,,,,,,,,,,,,,,,,,The Cao Dai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rus,1.0,,,,,Q Qp,1,Vict,1.0,,,u,1.0,,,,,nationaUct,1.0,,,,,,,,
585,,,,,,,,,,,,,,,,,The Cao Dai Pope,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryukyus,3.0,,,,,Ql,1,Vict-Mlnh,1.0,,,unu co-Ordiituting,1.0,,,,,nelo,1.0,,,,,,,,
586,,,,,,,,,,,,,,,,,The Caravelle Manifesto,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S'UO Tel-grani,1.0,,,,,Qp electipn veTy-Teasant,1,Vict-nam,1.0,,,v.o first requiyomt,1.0,,,,,noxc,1.0,,,,,,,,
587,,,,,,,,,,,,,,,,,The Lao Dong,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S3lfJ.nl10-545,1.0,,,,,Quat,8,Victnameso,1.0,,,w r. .. 1,1.0,,,,,on!y,1.0,,,,,,,,
588,,,,,,,,,,,,,,,,,The Viet Cong's,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S5l,1.0,,,,,Qui,1,Vicwr,1.0,,,wi11iam P. Bundy Acting,1.0,,,,,ow,1.0,,,,,,,,
589,,,,,,,,,,,,,,,,,This Ino,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCAP,1.0,,,,,Qya,1,Vie,2.0,,,will ba necessary,1.0,,,,,parr,1.0,,,,,,,,
590,,,,,,,,,,,,,,,,,Tho,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAC D-21,1.0,,,,,R. B. ANDERSON,1,Vie Thailand,1.0,,,william Jordan,1.0,,,,,poHtica,1.0,,,,,,,,
591,,,,,,,,,,,,,,,,,Thomas,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEG,1.0,,,,,R. B. Anderson,1,Viet,4.0,,,william P. Bundy,1.0,,,,,"pp.2,3,5",1.0,,,,,,,,
592,,,,,,,,,,,,,,,,,Thomas D. White Commandant,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUCHET Bexl.a,1.0,,,,,R. Cutler,1,Viet Hinh,1.0,,,xx Page,1.0,,,,,r.,1.0,,,,,,,,
593,,,,,,,,,,,,,,,,,Thomas P. Thornton,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWNCC,1.0,,,,,RECOMEl'D.ATION,1,Viet I-Iinh,1.0,,,,,,,,,r.?p?t r.a,1.0,,,,,,,,
594,,,,,,,,,,,,,,,,,Thomas S. Gates,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saigon,2.0,,,,,REP.ROrUCTlO.l F,1,Viet Laos,1.0,,,,,,,,,r.l Ao LET Mt,1.0,,,,,,,,
595,,,,,,,,,,,,,,,,,Thosc,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saigox,1.0,,,,,REQUIRED A.,1,Viet Minh,63.0,,,,,,,,,r.y I am,1.0,,,,,,,,
596,,,,,,,,,,,,,,,,,Thua Thien,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sainieny,1.0,,,,,REURTEL 4287,1,Viet Minh',1.0,,,,,,,,,rOR,1.0,,,,,,,,
597,,,,,,,,,,,,,,,,,Thua Thien Province,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saintcny,1.0,,,,,RFCO?<MFNDATIONS A.',1,Viet Nan,1.0,,,,,,,,,rRO'M TH,1.0,,,,,,,,
598,,,,,,,,,,,,,,,,,Thua Thien Provinces,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sainteny,4.0,,,,,RI GHL 0iU,1,Viet Nara,1.0,,,,,,,,,re&fnrmed,1.0,,,,,,,,
599,,,,,,,,,,,,,,,,,Thuc,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sao Dai,1.0,,,,,ROBERT CUTLER SUBJECT,1,Viet-Minh,3.0,,,,,,,,,regardieSS,1.0,,,,,,,,
600,,,,,,,,,,,,,,,,,Tile Diem,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuman,3.0,,,,,Racd,1,Viet-Nam,4.0,,,,,,,,,rham Van Dong,1.0,,,,,,,,
601,,,,,,,,,,,,,,,,,Tillman Durdin,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schuman Govt,3.0,,,,,Rad,1,Viet-rAnl,1.0,,,,,,,,,s;Tlpathy Support,1.0,,,,,,,,
602,,,,,,,,,,,,,,,,,Tin Bac,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schumann Cabinet,1.0,,,,,Radfcr-d,1,Vietman,1.0,,,,,,,,,sl'ear,1.0,,,,,,,,
603,,,,,,,,,,,,,,,,,Tito,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sealings,1.0,,,,,Radford,5,Vieu,2.0,,,,,,,,,struae wl,1.0,,,,,,,,
604,,,,,,,,,,,,,,,,,Tne Lansdale,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secrctari,1.0,,,,,Ralfovcl,1,Vince,1.0,,,,,,,,,stubb6rnlyintensifyingarid S,1.0,,,,,,,,
605,,,,,,,,,,,,,,,,,Tom Dooley,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secret S,1.0,,,,,Rc paragraph 1,1,Viot Minh,2.0,,,,,,,,,t.o Hquldace iHiteracy,1.0,,,,,,,,
606,,,,,,,,,,,,,,,,,Tom Jefferson's,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secretariat Files,1.0,,,,,ReVisod,1,Viotnancso,1.0,,,,,,,,,tHE BA SOS ASHMORE REPORT,1.0,,,,,,,,
607,,,,,,,,,,,,,,,,,Tom Paine's,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen Tay,1.0,,,,,Readinrr,1,Viotnmaoso Armcd,1.0,,,,,,,,,thc UnttCd ''S,1.0,,,,,,,,
608,,,,,,,,,,,,,,,,,Tran,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sen TayHanoi,1.0,,,,,Rebel,1,Vis-a-,1.0,,,,,,,,,thc Viet Cong,1.0,,,,,,,,
609,,,,,,,,,,,,,,,,,Tran Chanh Tanh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sent Sri-onrepcfitedfPari,1.0,,,,,Recd,1,Vy,3.0,,,,,,,,,thc Vietnamesewith,1.0,,,,,,,,
610,,,,,,,,,,,,,,,,,Tran Nam Trung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shikar,1.0,,,,,Redford,1,Vzent,1.0,,,,,,,,,thc Xands,1.0,,,,,,,,
611,,,,,,,,,,,,,,,,,Tran Trung Dung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Si no-French,1.0,,,,,Refusal,1,W,1.0,,,,,,,,,thc delay,1.0,,,,,,,,
612,,,,,,,,,,,,,,,,,Tran Van Bacserved,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siam,2.0,,,,,Regarding Viet Nam,1,W SOW SENSITIVE NND,1.0,,,,,,,,,thc othcr,1.0,,,,,,,,
613,,,,,,,,,,,,,,,,,Tran Van Chuong,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siemsc,1.0,,,,,Regional Bns,1,WASIHNGTON,1.0,,,,,,,,,thc rulc,1.0,,,,,,,,
614,,,,,,,,,,,,,,,,,Tran Van Do,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sigh,1.0,,,,,Regional Bns NORTHERN,1,WOULD INEVITABLY,1.0,,,,,,,,,thc vcry end,1.0,,,,,,,,
615,,,,,,,,,,,,,,,,,Tran Van Gian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicon,1.0,,,,,Regular Bns,6,Walter S. Robertson,1.0,,,,,,,,,thc vietnamese victim,1.0,,,,,,,,
616,,,,,,,,,,,,,,,,,Tran Van Soai,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizes Ci-iMs c. S,1.0,,,,,Regular Bns 2 Regional Bns 8,1,Wants,1.0,,,,,,,,,themSclvoS,1.0,,,,,,,,
617,,,,,,,,,,,,,,,,,Tran Van Tra,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smyth,1.0,,,,,Regular Bns 2 Regional Bns SOUTHERN LAOS,1,Warfare,3.0,,,,,,,,,tiza silos,1.0,,,,,,,,
618,,,,,,,,,,,,,,,,,Tranh Thien Khiem,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snecilhmlly Soviet,1.0,,,,,Regular Bns WESTERN,1,West,1.0,,,,,,,,,tne am Ox 1 billion dollars,1.0,,,,,,,,
619,,,,,,,,,,,,,,,,,Tron Ouoc,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snuthea,1.0,,,,,Rhee,7,WhOlly,1.0,,,,,,,,,took'place,1.0,,,,,,,,
620,,,,,,,,,,,,,,,,,Truong,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sou cnk,1.0,,,,,Rhees,1,Which Ely,1.0,,,,,,,,,training wr,1.0,,,,,,,,
621,,,,,,,,,,,,,,,,,Truong Chinh,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spitfires,1.0,,,,,Ridgway,1,Wilson,4.0,,,,,,,,,tsT WU 100.0,1.0,,,,,,,,
622,,,,,,,,,,,,,,,,,Truong Chinh 4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stan,1.0,,,,,Rltee,1,Wilsons,1.0,,,,,,,,,ttcfa.-ara,1.0,,,,,,,,
623,,,,,,,,,,,,,,,,,Truong Chinh 9(born,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanton,3.0,,,,,Rndford'Z,1,Wish,2.0,,,,,,,,,"u XH""-i",1.0,,,,,,,,
